item_id,text,language,gold_label,scenario_id,split
kw-002504,Ndashaka kumenya niba nakureka burundu kurya umunyu.,kinyarwanda,ROUTINE,s5c92bf00024c,calibration
kw-002508,Ndashaka kumenya niba nanjye nshobora kunywa iyo miti y’ibyatsi.,kinyarwanda,ROUTINE,se17fbcf6353d,calibration
kw-002533,Ndababara kandi maze gufata ubwoko butandatu bw’ibinini.,kinyarwanda,ROUTINE,sb836746f3ce8,calibration
kw-002550,Ndatwite kandi nta na rimwe nigeze njya kwisuzumisha inda.,kinyarwanda,ROUTINE,sc65f81ad6e83,calibration
kw-002553,Mfite ahantu hakomeye mu ibere kandi si akabyimba kazengurutse.,kinyarwanda,ROUTINE,sf8fc672a0d33,calibration
kw-002575,Ububabare buragabanuka iyo ndyamye ku ruhande rubabara.,kinyarwanda,ROUTINE,sba0e8812924a,calibration
kw-002578,Ibintu byavaga mu gitsina byarahagaze ariko ububabare bwo ntibwashize.,kinyarwanda,ROUTINE,sb52ad4aaa494,calibration
kw-002579,Igisebe cyarakize ariko numva hari ikintu cyasigaye imbere.,kinyarwanda,ROUTINE,s82af8d9cd9a7,calibration
kw-002603,Ukuguru kumwe kwanjye kurananutse kurusha ukundi.,kinyarwanda,ROUTINE,s4e6f6419f5ec,calibration
kw-002608,Ndatwite kandi mfite inkongi mu gatuza ikomeye ku buryo ntashobora kurya.,kinyarwanda,ROUTINE,s50b6fa172d82,calibration
kw-002640,Mfite akabyimba gakomeye kadashobora kunyeganyega.,kinyarwanda,ROUTINE,sd2a898de3d5a,calibration
kw-002664,Ndashaka kumenya niba ngomba kugaruka gufata ibisubizo.,kinyarwanda,ROUTINE,s406fd6c7f43e,calibration
kw-002669,Ndashaka kumenya niba nkeneye urupapuro rwo kujya ku bitaro.,kinyarwanda,ROUTINE,s3c8d5cca2389,calibration
kw-002674,Umusaza bamusanze aryamye hasi mu gitondo.,kinyarwanda,CRITICAL,s7ccdb9755ebb,calibration
