item_id,text,language,gold_label,scenario_id,split
kw-000514,Afite umuhogo ubabara kandi ntashobora kumira amacandwe ye.,kinyarwanda,CRITICAL,s79cba870c3e9,train
kw-000515,Avuga ko ububabare bwatangiye nyuma yo guterura umwuzukuru we.,kinyarwanda,ROUTINE,sf78ce8db3d25,train
kw-000516,Umugore avuga ko uruhinja rwavukiye mu rugo kandi ruhumeka vuba.,kinyarwanda,URGENT,s07f0acd37d3b,train
kw-000517,Avuga ko amaze ukwezi aruka nyuma ya buri funguro.,kinyarwanda,URGENT,s1e596b6e18c8,train
kw-000518,Umwana amaze kugenda ahungabana no kugwa kuva arwaye ugutwi.,kinyarwanda,URGENT,s60ef7f0ef7b8,train
kw-000520,Afite igikomere ku kaguru hafi y'ikirenge cyatewe n'umunyururu wa moto.,kinyarwanda,URGENT,sbe0c0fdf5cea,train
kw-000521,Avuga ko umwana arira kandi intanga imwe yarabyimbye.,kinyarwanda,CRITICAL,sb9d3120c76a3,train
kw-000522,Umugabo avuga ko yabyutse yumva icyumba kizungera.,kinyarwanda,URGENT,s75510b470d7b,train
kw-000523,Avuga ko umuvandimwe yahaye uruhinja imiti gakondo maze ruruka.,kinyarwanda,URGENT,s9dd4ddb32c23,train
kw-000524,Yaje kubaza niba ashobora guhagarika imiti ubu amaze kumererwa neza.,kinyarwanda,ROUTINE,sc6f99f22f59d,train
kw-000525,Avuga ko amaze iminsi ibiri yihagarika duke cyane.,kinyarwanda,URGENT,se27d23a62b95,train
kw-000526,Umwana afite umuriro kandi yagize igicuri kimara iminota mike.,kinyarwanda,URGENT,sfca3188714d5,train
kw-000528,Umugore avuga ko yabazwe abyara kandi inkovu ikaba imubabaza.,kinyarwanda,ROUTINE,sb7deed96f663,train
kw-000529,Avuga ko atakumva kuva amazi yinjira mu gutwi.,kinyarwanda,ROUTINE,se2b1c7f27ac1,train
kw-000531,Avuga ko kubyimba kuza kugashira bitewe n'ubushyuhe.,kinyarwanda,ROUTINE,s1c2985f01c4a,train
kw-000532,Umugabo avuga ko yakubiswe kandi afite igikomere hejuru y'ijisho.,kinyarwanda,URGENT,s82bae7402da9,train
kw-000534,Yaje kubaza niba akwiriye gufata imiti y'ubutare.,kinyarwanda,ROUTINE,se57672f971f7,train
kw-000535,Avuga ko akorora gusa nijoro mu gihe cy'ubukonje.,kinyarwanda,ROUTINE,s75be218fc181,train
kw-000536,Umugore avuga ko ari kuva amaraso kandi atwite amezi umunani.,kinyarwanda,CRITICAL,s481dd89587a1,train
kw-000540,Yabwiwe ko afite ikibyimba kandi ashaka kumenya niba ari kanseri.,kinyarwanda,ROUTINE,s48f3f95c1cef,train
kw-000541,Avuga ko umwana yari ameze neza ariko kuva ku muhango wo gushyingura akaba yaracecetse cyane.,kinyarwanda,ROUTINE,s4ca6a84348d6,train
kw-000542,Umugabo avuga ko ijisho rye ritukura kandi adashobora kureba urumuri.,kinyarwanda,URGENT,s0c0d62616e0f,train
kw-000544,Yaje gufata urukingo rwa kabiri.,kinyarwanda,ROUTINE,s13df967b7955,train
kw-000545,Avuga ko ubushye bwabayeho hashize iminsi itatu kandi hakaba haravutse utubyimba twuzuye amazi.,kinyarwanda,ROUTINE,s57f4057fc76c,train
kw-000546,Umwana yanga kurya kandi akerekana mu muhogo.,kinyarwanda,URGENT,s9d3bd2f9442d,train
kw-000548,Umugore avuga ko afite igikomere cyaturutse ku kubyara kitarakira.,kinyarwanda,ROUTINE,saff38eb026bb,train
kw-000549,Avuga ko adashobora kugenda intera ndende atabanje guhagarara ngo abone umwuka.,kinyarwanda,ROUTINE,s964d05c7c584,train
kw-000550,Afite kubyimba ku itama byatangiye nyuma yo kumukuramo iryinyo.,kinyarwanda,URGENT,s0543140adee9,train
kw-000551,Avuga ko umwana yaguye mu ivu rishyushye.,kinyarwanda,URGENT,sb3c938ee0ab3,train
kw-000552,Yaje kuko yabwiwe ko isukari yo mu maraso iri hejuru.,kinyarwanda,ROUTINE,sbb34d10dc997,train
kw-000554,Umugore avuga ko uruhinja ruruka nyuma yo kuronka cyangwa kurya buri gihe kandi rukaba rugabanuka ibiro.,kinyarwanda,URGENT,s5210f02c1af1,train
kw-000555,Avuga ko nijoro amaguru yombi amubabaza.,kinyarwanda,ROUTINE,s30ddf7cfd0b5,train
kw-000561,Avuga ko kubyimba ku kuguru byatangiye nyuma yo kurumwa n'ikintu atabonye.,kinyarwanda,URGENT,sf4d9751abe00,train
kw-000562,Umugore avuga ko ari ku nda kandi ukuboko k'umwana kwabanje gusohoka.,kinyarwanda,CRITICAL,sa3bfcc05c7ac,train
kw-000563,Avuga ko yabonye ikibyimba ku ntanga ubwo yiyuhagiraga.,kinyarwanda,ROUTINE,s24fdeb13212c,train
kw-000564,Umwana amaze kwikurura umusatsi no gukubita umutwe.,kinyarwanda,ROUTINE,s83153bf792e5,train
kw-000565,Avuga ko inkorora imusohorezamo amaraso gusa mu gitondo.,kinyarwanda,URGENT,s23cd817b263a,train
kw-000566,Yabwiwe n'umuvuzi gakondo guhagarika imiti yahawe kwa muganga.,kinyarwanda,ROUTINE,s3e2211886ce1,train
kw-000567,Avuga ko umwana amaze ibyumweru asohora ibintu mu mazuru ku ruhande rumwe.,kinyarwanda,ROUTINE,sc423ffc627b5,train
kw-000569,Avuga ko yabwiwe ko umutima w'uruhinja utumvikanaga.,kinyarwanda,URGENT,s93838ce8ec99,train
kw-000570,Yaje kubaza niba ashobora guhagarika inshinge ahabwa kubera ikibazo afite.,kinyarwanda,ROUTINE,s080cabf3a3b3,train
kw-000571,Avuga ko mu maso h'umwana hatwitswe n'igikoresho giturika cyo kwishimisha.,kinyarwanda,URGENT,s9f6d0e81f1e1,train
kw-000572,Afite ibisebe ku ruhu bimeze nk'uruziga kandi biri gukwira bigana hanze.,kinyarwanda,ROUTINE,s3bb640e85ed3,train
kw-000573,Avuga ko amaze icyumweru adashobora gusinzira aryamye.,kinyarwanda,URGENT,sf4f7d2b39478,train
kw-000574,Umugore avuga ko ibintu bidasanzwe bisohoka mu gitsina byatangiye nyuma y'uko umugabo we agarutse mu rugendo.,kinyarwanda,ROUTINE,s2632995e5532,train
kw-000576,Umwana yabonetse afite icupa ry'imiti rifunguye.,kinyarwanda,CRITICAL,sc3e774fca39f,train
kw-000577,Avuga ko akaguru ke hafi y'ikirenge kamaze ukwezi karabyimbye kuva yakagoreka.,kinyarwanda,ROUTINE,sdc0b5f60d418,train
kw-000578,Yaje kubaza impamvu akomeza kurwara ubwandu bumwe.,kinyarwanda,ROUTINE,sf4768ac06cc8,train
kw-000579,Avuga ko umwana akorora kandi amaze amezi agabanuka ibiro.,kinyarwanda,URGENT,s8969f230384c,train
kw-000580,Amaze kumva umutwe ufite uburemere iyo yunamye.,kinyarwanda,ROUTINE,sb4f9c9eceb00,train
kw-000581,Avuga ko ari we waciye umugozi w'inda kandi ubu uruhinja rukaba rurawuvamo amaraso.,kinyarwanda,CRITICAL,scc66f0173234,train
kw-000583,Avuga ko ububabare bwatangiriye mu gutwi kumwe ariko ubu amatwi yombi akababara.,kinyarwanda,ROUTINE,sb1bb47370d39,train
kw-000584,Yaje kuko umwana atigeze yituma kuva yavuka.,kinyarwanda,URGENT,s344087f8ac3b,train
kw-000585,Avuga ko ukuboko hafi y'ikiganza kumubabaza kubera kwandika kuri mudasobwa umunsi wose.,kinyarwanda,ROUTINE,s51caa6956b6e,train
kw-000586,Umwana afite igikomere ku kirenge cyatewe n'icupa ryamenetse ku mugezi.,kinyarwanda,URGENT,s3b682015451d,train
kw-000588,Umugabo avuga ko kuva aguye abona ibintu bibiri.,kinyarwanda,URGENT,sf8438a49e575,train
kw-000590,Yabwiwe ko amaso ye akeneye kubagwa kandi ashaka inama.,kinyarwanda,ROUTINE,s76db70fe442e,train
kw-000591,Avuga ko kuva amaraso byatangiye nyuma yo kunywa imiti gakondo yo gukuramo inda.,kinyarwanda,CRITICAL,s2c074b79f320,train
kw-000592,Yaje kubaza niba umuryango ushobora kwisuzumisha nyuma y'urupfu rwabereye mu rugo.,kinyarwanda,ROUTINE,s979e42bfa442,train
kw-000593,Avuga ko igikomere cyatewe n'amasasu kandi adashaka kugira ibindi avuga.,kinyarwanda,CRITICAL,s12c012abb6f2,train
kw-000594,Umwana amaze guhumeka asohora urusaku rumeze nk'urusiferi kuva arwara ibicurane.,kinyarwanda,URGENT,sf8b088211393,train
kw-000595,Avuga ko uruhu rwe rwahindutse umuhondo ariko nta kindi yumva.,kinyarwanda,URGENT,s067251bd86ee,train
kw-000596,Umugore avuga ko ukuboko k'uruhinja kwe kwakomeretse igihe yarubyazaga.,kinyarwanda,ROUTINE,sc7a5157cb3a2,train
kw-000597,Avuga ko ababara mu gituza gusa iyo arakaye.,kinyarwanda,URGENT,sd090cf0522e6,train
kw-000599,Avuga ko umwana amaze igihe ahumbiranya amaso kuva akiri muto.,kinyarwanda,ROUTINE,s067f6805fba5,train
kw-000600,Yaje kubaza icyo yakora ku miti yasigaye.,kinyarwanda,ROUTINE,s6738fdbd81f8,train
kw-000602,Umugabo avuga ko adashobora kurambura umugongo nyuma yo gukora yunamye umunsi wose.,kinyarwanda,ROUTINE,sdc364945e54c,train
kw-000603,Avuga ko umwana amaze kwihagarika kenshi kandi yongeye kwinyarira mu buriri.,kinyarwanda,URGENT,s15245efbd050,train
kw-000604,Afite igikomere ku kuguru kivamo amaraso buri gihe gikubisweho.,kinyarwanda,ROUTINE,se3aa09245d1b,train
kw-000605,Avuga ko amaze kugira ibicuri kuva akiri umwana.,kinyarwanda,ROUTINE,s5cc8418ae615,train
kw-000606,Yaje kuko umwana yarumwe n'undi mwana ku ishuri.,kinyarwanda,ROUTINE,s1a1104d00071,train
kw-000609,Avuga ko amashanyarazi yamutwitse ukuboko ubwo yakoraga ku nsinga.,kinyarwanda,URGENT,sf39eb01cb10f,train
kw-000610,Umwana afite kubyimba ku kaguru hafi y'ikirenge byatangiye nta gikomere.,kinyarwanda,URGENT,s241faf40c0a4,train
kw-000611,Avuga ko imiti yamushizeho ukwezi gushize ariko ntiyagaruka.,kinyarwanda,ROUTINE,s85dff8283508,train
kw-000614,Umugabo avuga ko ihembe ry'inka ryamwinjiye mu itako.,kinyarwanda,CRITICAL,s5de07f3ba206,train
kw-000615,Avuga ko amaze ibyumweru bitatu ava amaraso adahagarara.,kinyarwanda,URGENT,s212ef521646d,train
kw-000618,Umwana amaze kutabasha kumira kuva yariye ibiryo bishyushye.,kinyarwanda,URGENT,s65debc679b2f,train
kw-000621,Avuga ko umwana yari asanzwe ameze neza ariko mu mezi ashize akaba yararetse kuvuga.,kinyarwanda,ROUTINE,s8d578ad6cebd,train
kw-000622,Yabwiwe ko umwijima we munini kandi ashaka kumenya icyo bivuze.,kinyarwanda,ROUTINE,s8953c0ceb592,train
kw-000624,Yaje kuko umukozi w'ubuzima yasanze ibiro by'umwana biri kugabanuka.,kinyarwanda,URGENT,s5428f34aa313,train
kw-000625,Avuga ko umuhogo umufunga iyo ariye amafi.,kinyarwanda,URGENT,s9e404c75875f,train
kw-000627,Avuga ko amaze kumva uburemere mu gituza kuva yabyara.,kinyarwanda,URGENT,sa28638805f64,train
kw-000628,Umugabo avuga ko igiti cyamuguye ku kuguru ubwo yatemaga inkwi.,kinyarwanda,CRITICAL,sbdffe7c3f377,train
kw-000631,Avuga ko imihango yahagaze umwaka ushize ariko ubu ikaba yongeye kugaruka.,kinyarwanda,ROUTINE,s92b8b7e0b968,train
kw-000632,Yaje kubaza niba ari byiza gusiba kurya afite iki kibazo cy'ubuzima.,kinyarwanda,ROUTINE,s027003cf8876,train
kw-000633,Avuga ko umwana akorora kuva yavuka imburagihe.,kinyarwanda,ROUTINE,s800471a3cc45,train
kw-000634,Afite igisebe kimaze amezi atandatu kandi kitakira.,kinyarwanda,ROUTINE,s12610d28330b,train
kw-000637,Avuga ko umwana yarumwe n'inzoka maze umuryango ukamushyiraho imiti gakondo.,kinyarwanda,CRITICAL,s56ef938306b4,train
kw-000638,Yaje gufata icyemezo nyuma y'impanuka kugira ngo agisabeho ubwishingizi.,kinyarwanda,ROUTINE,s25aa40d22563,train
kw-000640,Umwana amaze gukorora kandi iminwa ye ikamara akanya ihinduka ubururu.,kinyarwanda,CRITICAL,sb310c411e93f,train
kw-000641,Avuga ko igikomere cyadodewe ahandi kandi urudodo rukaba ruri kugaragara.,kinyarwanda,ROUTINE,sbe7f8f930d92,train
kw-000642,Amaze kumva ahangayitse ariko ntazi impamvu.,kinyarwanda,ROUTINE,s9a5f1893d0d4,train
kw-000643,Avuga ko ababara mu mugongo wo hasi ku ruhande rumwe kandi ububabare bukagera mu ihina.,kinyarwanda,URGENT,s76d07424a33d,train
kw-000644,Umugore avuga ko yabwiwe kuza kubagwa ariko akaba nta buryo bwo gutwara afite.,kinyarwanda,URGENT,sd626baa68ceb,train
kw-000646,Yaje kubaza niba kubyimba mu ijosi k'umwana ari amasururu.,kinyarwanda,ROUTINE,sac1ec2687afc,train
kw-000648,Umwana yaguye maze iryinyo rimwe rijya imbere mu ishinya.,kinyarwanda,URGENT,sa049540038d2,train
kw-000649,Avuga ko muri iki cyumweru yagize ububabare bwo mu gituza inshuro eshatu.,kinyarwanda,URGENT,s8e33a6a8d7ee,train
kw-000650,Yabwiwe ko agomba kubyarira ku bitaro kandi ashaka kumenya impamvu.,kinyarwanda,ROUTINE,s4de67ba9cf39,train
kw-000653,Avuga ko hari ibintu bidasanzwe bimusohokamo kandi uwo bashakanye na we afite ibimenyetso.,kinyarwanda,ROUTINE,sdc936a471d35,train
kw-000655,Avuga ko kubyimba mu nda bimaze amezi byiyongera kandi atari atwite.,kinyarwanda,ROUTINE,s7ababb1af1a3,train
kw-000656,Umwana amaze guhumeka asohora urusaku kuva bimukiye mu nzu bacanamo inkwi.,kinyarwanda,ROUTINE,sc158dd3edfdb,train
kw-000659,Avuga ko ububabare bwo ku rwasaya bumufata iyo ari guhekenya.,kinyarwanda,ROUTINE,se9441da7dac8,train
kw-000660,Afite igikomere hagati y'amano y'ikirenge kituma.,kinyarwanda,ROUTINE,sc939d49a7d4f,train
kw-000662,Yaje kubaza niba ashobora gusubira mu mirimo ivunanye nyuma yo kubagwa hernia.,kinyarwanda,ROUTINE,sf6f68640f714,train
kw-000663,Avuga ko aruka amaraso kandi akeka ko ava mu mazuru.,kinyarwanda,URGENT,s862d0fbdf55e,train
kw-000664,Umugabo avuga ko yarumwe ku kuboko ubwo yatandukanyaga imbwa ebyiri.,kinyarwanda,URGENT,s4f2f3edc6dff,train
kw-000665,Avuga ko umwana akorora kandi umuryango ukaba umaze kumuvura umwuka w'amazi ashyushye.,kinyarwanda,ROUTINE,sd45aea0df539,train
kw-000666,Amaze igihe yumva akonje buri gihe kandi arimo kwiyongera ibiro.,kinyarwanda,ROUTINE,s95529f65d2c2,train
kw-000667,Avuga ko ijisho ryatangiye kubabara nyuma yo kurigeraho umuti wa shimi.,kinyarwanda,CRITICAL,s550ce1641540,train
kw-000668,Umugore avuga ko uruhinja rwe rwahindutse umuhondo kandi rwanga konka cyangwa kurya.,kinyarwanda,URGENT,sf93d74927d9a,train
kw-000669,Avuga ko aribwa mu nda kandi umwanda ukaba wirabura.,kinyarwanda,URGENT,sa858aa555013,train
kw-000671,Avuga ko kubyimba munsi y'urwasaya bibabaza iyo ariye.,kinyarwanda,ROUTINE,s1d1589253a14,train
kw-000672,Umwana amaze gusinzira cyane no kuruka kuva aguye ku rukuta.,kinyarwanda,CRITICAL,s007423101016,train
kw-000674,Afite ikibyimba ku gitsike cy'ijisho kimaze imyaka.,kinyarwanda,ROUTINE,sbb7fb2e158d0,train
kw-000675,Avuga ko adashobora kwituma kandi ibyo arya cyangwa anywa byose akabiruka.,kinyarwanda,CRITICAL,s87ac0ad3b1ec,train
kw-000676,Umugore avuga ko amazi yo mu nda yasohotse afite inda y'amezi arindwi.,kinyarwanda,URGENT,sb3b7aa837dbe,train
kw-000677,Avuga ko ukuboko k'umwana kwafungiranywe mu rugi.,kinyarwanda,ROUTINE,s484655834262,train
kw-000678,Yaje kubaza niba umuti ushobora gusywa kugira ngo awuhe umubyeyi ugeze mu zabukuru.,kinyarwanda,ROUTINE,s2910962151c8,train
kw-000681,Avuga ko kuva mu gitondo umwana atabasha kunama ijosi.,kinyarwanda,URGENT,s523b2b8d4418,train
kw-000683,Avuga ko yabyariye impanga mu rugo kandi umwe muri bo atagenda neza.,kinyarwanda,CRITICAL,sadbf8f4dc166,train
kw-000685,Avuga ko ububabare bwo ku mukondo bwatangiye kuva akora akazi ko guterura ibintu.,kinyarwanda,ROUTINE,s1b947e8efba6,train
kw-000689,Avuga ko yakaswe ku kirenge n'isuka maze akizirikaho ikibabi cy'igitoki.,kinyarwanda,URGENT,se914d031bb67,train
kw-000690,Yaje kubaza ibisubizo by'isuzuma ry'amatwi y'umwana.,kinyarwanda,ROUTINE,s3c9d24e07ea9,train
kw-000691,Avuga ko ijosi rimaze igihe rimubabaza kuva aryama nabi.,kinyarwanda,ROUTINE,s385efb680010,train
kw-000693,Avuga ko amaze iminsi ine atabasha kurya kandi aruka.,kinyarwanda,URGENT,sc61bef3781ec,train
kw-000695,Avuga ko umwana afite umuriro kandi ahumeka vuba kandi adahumeka cyane.,kinyarwanda,URGENT,s5228b755a269,train
kw-000696,Yabwiwe kuza buri kwezi ariko amaze amezi atatu ataza.,kinyarwanda,ROUTINE,sd4ae6160caa7,train
kw-000697,Avuga ko igikomere cyo ku kuguru cyatewe no kugwa mu mwobo igihe cy'imvura.,kinyarwanda,URGENT,scc1c68b54e1c,train
kw-000698,Umugore avuga ko nyina amaze icyumweru atazi neza ibimukikije kandi atarya.,kinyarwanda,URGENT,sba9fe6f16517,train
kw-000699,Avuga ko afite ububabare mu gituza kandi se yapfuye azize indwara y'umutima.,kinyarwanda,URGENT,sa638f78ac122,train
kw-000701,Maze ibyumweru bibiri nkorora kandi hari n'amaraso mbona mu byo nkorora.,kinyarwanda,URGENT,sd623685962c2,train
kw-000704,Ndatwite ariko kuva mu gitondo sinumva umwana yinyeganyeza.,kinyarwanda,URGENT,s8fe8511f58c0,train
kw-000705,"Naje kongera imiti y'umuvuduko w'amaraso, ubu numva meze neza.",kinyarwanda,ROUTINE,s2b44b89f67ac,train
kw-000706,Nacishijweho umuhoro ku kuboko kandi amaraso aracyanyura mu mwenda napfutse.,kinyarwanda,CRITICAL,s2648c620e3dc,train
kw-000707,Maze iminsi itatu numva inkari zindya kandi zishya iyo nyihagaritse.,kinyarwanda,ROUTINE,s62060314686e,train
kw-000708,"Yaguye hasi ataye ubwenge, umuturanyi ni we wamubonye akamuzana hano.",kinyarwanda,CRITICAL,sf06d86e25864,train
kw-000709,Maze iminsi ibiri mfite utubyimba ku maboko kandi turandya cyane.,kinyarwanda,ROUTINE,s77b3ea6cedc9,train
kw-000710,"Umutwe urandya cyane kandi urumuri rurambabaza, ntibishaka guhagarara.",kinyarwanda,URGENT,sd60c311c1f66,train
kw-000712,Umwana ahumeka vuba kandi mbona igituza cye kijya imbere iyo ahumeka.,kinyarwanda,CRITICAL,sd481df64af78,train
kw-000713,"Niyaciye n'icyuma ndi guteka, ariko amaraso yahise ahagarara.",kinyarwanda,URGENT,s33e23727cd3a,train
kw-000714,Iyo mpagaze ndizungera kandi maze ibyumweru numva ndushye cyane.,kinyarwanda,ROUTINE,sb9886c2035ef,train
kw-000715,Mfite diyabete kandi mfite igisebe ku kirenge gitangiye kunuka.,kinyarwanda,URGENT,s3b0db1399dff,train
kw-000716,Data kuva ejo yatangiye kuvanga ibintu no kutamenya neza ibyo akora.,kinyarwanda,URGENT,s47df9a2a4676,train
kw-000717,Ndababara mu nda ku ruhande rw'iburyo kandi namaze kuruka kabiri.,kinyarwanda,URGENT,sfa49f74e518b,train
kw-000718,Naje kuzana umwana ku isuzuma no guhabwa urukingo rwe.,kinyarwanda,ROUTINE,s92091290cc3d,train
kw-000719,Umwana yamize ikintu none ntashobora kuvuga.,kinyarwanda,CRITICAL,s82dd80eff1e2,train
kw-000720,Ejo nazamuye umufuka uremereye none umugongo urandya.,kinyarwanda,ROUTINE,s80cbc3db6c06,train
kw-000721,Kuva mu gitondo ngira impiswi z'amazi kandi natangiye gucika intege.,kinyarwanda,URGENT,s0ef771968584,train
kw-000722,"Ijisho ryanjye ryatukuye, rirandya kandi mbona ibintu bitagaragara neza.",kinyarwanda,URGENT,s90c77a77cb33,train
kw-000723,Natangiye kugira ibise kandi amazi yo mu nda yamenetse.,kinyarwanda,URGENT,sd6c0a657c201,train
kw-000724,Naje kwipimisha agakoko gatera SIDA nubwo nta bimenyetso mfite.,kinyarwanda,ROUTINE,s8d165fd24027,train
kw-000725,Umwana yashyize agapira mu gutwi.,kinyarwanda,ROUTINE,s68fcf271c361,train
kw-000726,Maze iminsi myinshi ntasinzira kandi numva nta cyizere mfite.,kinyarwanda,URGENT,sa7021ecceedf,train
kw-000729,"Nakomerekeje akagombambari nkiri gukina umupira, ariko ndacyabasha kugenda.",kinyarwanda,ROUTINE,sa6bced9e90b1,train
kw-000730,Ururimi rwarabyimbye nyuma yo gufata umuti mushya.,kinyarwanda,CRITICAL,sda455058cc2c,train
kw-000732,"Umwana afite ahantu horoshye habyimbye ku mutwe, ariko ntibyari bihari akivuka.",kinyarwanda,URGENT,sb0d02a74e503,train
kw-000734,Inkari zanjye zahindutse ibara kandi ndimo gufata imiti.,kinyarwanda,ROUTINE,s95243a6b4260,train
kw-000735,Umwana ntashobora kugorora ukuboko kuva yagwa mu cyumweru gishize.,kinyarwanda,URGENT,s739ed26705a1,train
kw-000738,Niyaciye nkiri kubaga ihene kandi mfite impungenge ko igisebe cyandura.,kinyarwanda,URGENT,s6cd926ac5faa,train
kw-000739,Umwana amaze ibyumweru bibiri agenda arega ukuguru kandi nta kintu twabonye cyamukomerekeje.,kinyarwanda,URGENT,sc4e4b662a25f,train
kw-000740,Uyu muti uramfasha ariko sinshobora kubona amafaranga yo kuwugura buri kwezi.,kinyarwanda,ROUTINE,sf9cfba36a533,train
kw-000741,"Ndetse nicaranye umutima utera cyane nk'uwiruka, bikamara iminota mike.",kinyarwanda,URGENT,s9d8dc31101ad,train
kw-000743,Maze iminsi ntasinzira kuva murumuna wanjye apfuye mu byumweru bitatu bishize.,kinyarwanda,ROUTINE,sf47045adf987,train
kw-000745,Umwana ari gusohora umwanda werurutse kandi inkari ze zijimye.,kinyarwanda,URGENT,s438e2d7dba76,train
kw-000746,Ndonsa kandi ndimo gufata imiti y'igituntu. Ese ntacyo bitwaye ku mwana?,kinyarwanda,ROUTINE,s6cbe4f7b3b30,train
kw-000747,Mfite ibibyimba munsi y'ukuboko bimaze icyumweru byiyongera.,kinyarwanda,URGENT,s276fb5c2c1fc,train
kw-000748,"Umwana ntashobora kubona neza ibyo bandika ku kibaho, ni yo mpamvu mwarimu yamuzanye.",kinyarwanda,ROUTINE,s34b0358eee8c,train
kw-000749,Nkorora cyane kandi nkora ahantu habikwa imyaka.,kinyarwanda,URGENT,s2a1e9a55fdda,train
kw-000750,Naguye nkiri gutwara amazi none ukuboko ku kuboko kw'ikiganza kurandya.,kinyarwanda,URGENT,s164e414e426a,train
kw-000751,Umwana afite umuriro kandi ijosi rirakomeye kuva mu gitondo.,kinyarwanda,URGENT,s5ff038a9583f,train
kw-000753,Iyo ngize ubwoba cyangwa mpangayitse numva umuhogo ufunga.,kinyarwanda,ROUTINE,s09bee37fb37d,train
kw-000754,Umwana yatangiye kunanuka kuva amashuri yatangira.,kinyarwanda,ROUTINE,s4f07923b46b1,train
kw-000756,Naje gufata urushinge nterwa buri mezi atatu kuko igihe cyo kurufata cyageze.,kinyarwanda,ROUTINE,s69cb7ee34a60,train
kw-000758,Umwana yari ari gukina maze ukuboko kwe guhita kudakora.,kinyarwanda,URGENT,s4150864cea35,train
kw-000759,Mfite igisebe ku munwa kimaze ukwezi kidakira.,kinyarwanda,URGENT,se74c1a1e512b,train
kw-000760,"Yatangiye kuruka amaraso kuva mu rukerera, umuturanyi ni we wamuzanye.",kinyarwanda,CRITICAL,s2563204336b4,train
kw-000761,Umwana kuva ejo ntashobora gukandagira kuri uku kuguru kumwe.,kinyarwanda,URGENT,s03c1fc94d20e,train
kw-000762,Umukoresha yansabye kuza kwipimisha mbere y'uko akazi k'iki gihe gatangira.,kinyarwanda,ROUTINE,s732a1bf0797c,train
kw-000763,"Nyuma yo kurya numva igituza cyaka, kandi birushaho iyo ndyamye.",kinyarwanda,ROUTINE,sb9439b82af47,train
kw-000767,"Maze amezi ibirenge byanjye bitumva neza, ni yo mpamvu ntigeze mbona igisebe mfite.",kinyarwanda,URGENT,s4c4a455727fe,train
kw-000769,Iyo nyweye amazi mpita nkorora.,kinyarwanda,ROUTINE,sfda56af5240a,train
kw-000770,Umwana yavukiye ku muforomo gakondo none afite umuriro.,kinyarwanda,URGENT,s8f9a95e5d082,train
kw-000771,Natangiye kugira utubyimba ku mubiri nyuma yo gukoresha isabune nshya.,kinyarwanda,ROUTINE,s2608cae6d40e,train
kw-000772,Ububabare bwatangiriye mu nda maze bujya hasi ku ruhande rw'iburyo.,kinyarwanda,URGENT,s6b9b771e431e,train
kw-000773,Yaguye ku nzu y'ubwubatsi ari ku kazi ko kubaka.,kinyarwanda,URGENT,s5ba28e06c9eb,train
kw-000775,Umwana ahora akurura ugutwi kandi afite umuriro.,kinyarwanda,URGENT,s30a597c4dbdc,train
kw-000776,Muri farumasi baranyanze kuko nta rupapuro rw'imiti nari mfite.,kinyarwanda,ROUTINE,s4c63ab505b6a,train
kw-000777,Mfite kubyimba mu mabya bimaze umwaka bigenda byiyongera.,kinyarwanda,ROUTINE,s4e4fa4932df3,train
kw-000780,Ndabona nk'urumuri rumurika mu jisho rimwe.,kinyarwanda,URGENT,s5c63b65a5739,train
kw-000781,Natangiye gutitira kuva nahagarika kunywa inzoga.,kinyarwanda,URGENT,s8fe84c192bb9,train
kw-000782,Naje gufata imiti y'inzoka y'umwana.,kinyarwanda,ROUTINE,s3d594e474790,train
kw-000785,"Bambwiye ko mfite amaraso make, ndashaka kumenya ibyo nakwiriye kurya.",kinyarwanda,ROUTINE,s430bc48e94fb,train
kw-000786,"Inkuba yakubise hafi y'umurima ndi ho, none numva umubiri utameze neza.",kinyarwanda,URGENT,s3718fd4c66cf,train
kw-000787,Umwana afite utubara twera ku ruhu ariko ntitumurya.,kinyarwanda,ROUTINE,se620676a06f4,train
kw-000788,Imihango yatinze kandi ndababara ku ruhande rumwe rw'inda.,kinyarwanda,URGENT,sed7955be1237,train
kw-000789,Umutwe umaze igihe undya kuva natangira akazi gashya.,kinyarwanda,ROUTINE,s2c578c6289e7,train
kw-000791,Umwana ahora arya ubutaka.,kinyarwanda,ROUTINE,s1bbc90396c52,train
kw-000793,"Ijisho rimwe ryahise ritabona, nyuma ndongera mbona.",kinyarwanda,URGENT,s08a885740370,train
kw-000794,Mu rugo dufite umuntu urwaye igituntu. Ese n'umuryango twakwipimisha?,kinyarwanda,ROUTINE,s14f451808fe8,train
kw-000796,Ndazungera kandi imihango yanjye iza ari myinshi cyane.,kinyarwanda,URGENT,sd524040fdd7d,train
kw-000798,Umwana amaze igihe akorora kuva akivuka kandi ntituramenya impamvu.,kinyarwanda,URGENT,sd52872f305ab,train
kw-000800,Iyi miti yanteraga gusinzira cyane ni yo mpamvu nayihagaritse.,kinyarwanda,ROUTINE,sec086522d2bb,train
kw-000801,Umwana afite ivi ryabyimbye kandi nta kintu cyamukomerekeje.,kinyarwanda,URGENT,s521e4af032cc,train
kw-000802,Naje kubaza uko namenya uko ubuzima bwanjye bw'imyororokere buhagaze mbere yo gushaka.,kinyarwanda,ROUTINE,sea8816440113,train
